Product Id,Price
44390953,0.97
51259197,1.77
45912954,1.27
45912954,1.27
46829825,2.78
46829825,2.78
46829825,2.78
44391666,2.38
44391605,1.66
547094483,1.75
44390943,1.78
44390943,1.78
687365899,Out of Stock
31194350,1.43
44391147,1.98
44390948,0.44
51259387,0.97
44391016,0.42
41752773,0.44
44391008,0.38
44390974,1.88
44391101,3.68
51259187,0.82
51259187,0.82
856626473,Product Not Found
44391200,1.68
157250373,3.88
44390955,1.62
10451313,2.48
51259378,1.48
10402652,2.44
596275938,1.98
596275938,1.98
596275938,1.98
810927772,1.98
259019555,1.98
452355097,1.98
416286708,1.98
44391167,0.78
44391206,0.98
51259411,1.38
51259411,1.38
51259411,1.38
51259411,1.38
51259411,1.38
44390954,0.62
44391040,1.38
44390947,1.38
44390952,2.97
44390949,0.88
44390949,0.88
44390949,0.88
44390949,0.88
51259410,3.97
10402650,1.28
13893731,1.62
13893738,1.98
51259361,0.5
38127803,1.74
44390992,0.98
47770124,3.37
44390945,0.76
44391003,1.38
44391018,1.28
16935784,3.43
16935784,3.43
34017487,2.58
44391054,3.63
658271288,2.98
161537131,2.98
124441282,2.98
10295340,1.86
16618891,0.92
10295682,1.86
10452360,0.92
10413801,2.83
28911217,2.83
22282309,0.92
10295485,1.86
10452406,0.92
10295697,Out of Stock
10295684,1.86
16618888,0.92
10295681,1.86
10452362,0.92
10414005,Out of Stock
15610381,1.86
16618893,0.92
10295711,1.86
10452368,0.92
10295687,1.86
42408881,0.92
10295678,1.86
10452485,0.92
16618889,0.92
22282306,0.92
10295743,1.86
16618890,0.92
10448271,2.83
10295683,1.86
10321119,1.48
139322563,0.92
13281637,1.48
10996980,1.48
232064920,3.98
159107262,0.92
14869675,2.98
10315616,1.33
15716579,2.98
12444455,1.92
154556622,1.34
13908489,1.83
20923790,2.22
47871229,2.75
802956333,2.98
20923791,2.22
10801722,2.68
22880514,6.94
10801719,2.68
22880513,6.94
10801718,2.68
23816535,6.94
14588867,2.68
12444510,2.68
50039778,3.67
10898817,2.64
10801150,2.97
15136790,5.24
15136790,5.24
15136792,5.98
15136791,6.24
15136791,6.24
51259091,6.98
51259091,6.98
14089618,2.58
44419698,3.73
43852206,7.35
37342910,6.69
50733173,11.04
27935840,9.83
27935840,9.83
27935840,9.83
27935840,9.83
27935840,9.83
42294615,5.61
42294615,5.61
